timestamp,packet_drop_percentage,bits_per_second,jitter_ms,seconds,receiver_txpower,sender_txpower,receiver_sender_SNR,sender_receiver_SNR,receiver_sender_RSSI,sender_receiver_RSSI,receiver_noise,sender_noise,route
2024-11-18 12:30:11.635055104,44.833287406999176,3767776.9124380047,8.59683606695905,11.289525,12,12,8,3,-83,-87,-90,-90,"['spitz0', 'spitz2']"
2024-11-18 12:30:24.075362816,53.97649631046734,4391886.32867027,26.165062677198026,10.257888,12,12,7,5,-84,-84,-90,-89,"['spitz0', 'spitz2']"
2024-11-18 12:30:35.126603008,48.49986237269474,3808123.406364829,10.84145580264055,11.099792,12,12,3,6,-87,-85,-90,-91,"['spitz0', 'spitz2']"
2024-11-18 12:30:47.281229056,36.090432864626415,4500698.963306193,7.116911015080097,9.916858,12,12,7,8,-84,-83,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:30:57.984918016,41.7815774958632,4645284.697371148,7.19926951763658,9.177385,12,12,6,-1,-85,-88,-91,-88,"['spitz0', 'spitz2']"
2024-11-18 12:31:08.009104128,36.96306429548564,4656658.80612869,24.79971875701653,11.93865,12,12,7,7,-84,-84,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:31:31.957915904,53.56555128908393,3440302.5898772012,25.907105176632765,12.511263,12,12,4,4,-87,-86,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:31:45.593486080,53.820689655172416,5492422.0242109,34.02364361046954,8.279997,12,12,5,-1,-86,-90,-91,-89,"['spitz0', 'spitz2']"
2024-11-18 12:31:54.611267072,38.89655172413793,4771161.062817258,30.007833399242468,9.29105,12,12,7,5,-83,-85,-90,-90,"['spitz0', 'spitz2']"
2024-11-18 12:32:04.766469888,51.3595166163142,3236729.838756725,15.21294029768026,13.183608,12,12,7,5,-83,-85,-90,-90,"['spitz0', 'spitz2']"
2024-11-18 12:32:19.020550912,25.234418091560947,5758448.22513721,2.673507034338397,7.374983,18,13,4,11,-86,-80,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:32:27.221625088,18.15680880330124,5745940.791531323,15.0661887309496,7.375466,18,13,7,9,-83,-82,-90,-90,"['spitz0', 'spitz2']"
2024-11-18 12:32:35.400683008,16.799560076986527,4768823.694448728,2.8983825865974984,8.879863,18,13,6,7,-85,-84,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:32:45.392564992,8.285163776493256,7058953.96228745,2.54709303742645,6.010356,18,13,11,9,-80,-79,-91,-88,"['spitz0', 'spitz2']"
2024-11-18 12:32:52.267535872,9.80716253443526,5400436.368419917,5.209056426829527,7.840536,18,13,9,9,-82,-81,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:33:00.940771072,18.39492553778268,6690385.350835375,7.75622227790831,6.387245,18,13,11,13,-80,-77,-91,-89,"['spitz0', 'spitz2']"
2024-11-18 12:33:08.124346880,8.342480790340286,6592278.967770026,1.1715150229315405,6.423675,18,13,9,13,-82,-77,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:33:15.382729984,3.863013698630137,5887746.042214154,6.814629884636817,7.368769,18,13,11,10,-80,-81,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:33:23.621538048,10.667034178610805,6001089.232976307,2.0156821457309726,7.027794,18,13,7,7,-84,-83,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:33:42.867176960,12.134583563154992,5826328.90343559,6.612361268834837,7.26332,18,13,13,9,-78,-82,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:33:51.021277952,0.8549365692222836,9617979.874491494,1.589693155305998,4.468949,16,19,11,7,-78,-83,-90,-90,"['spitz0', 'spitz2']"
2024-11-18 12:33:56.289611008,0.13804527885146328,9998134.6009593,2.5420607307789025,4.229549,16,19,12,5,-79,-85,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:34:01.284740096,0.6626173384870238,9998246.61013677,1.9020086665425717,4.222821,16,19,12,6,-79,-85,-90,-91,"['spitz0', 'spitz2']"
2024-11-18 12:34:06.236061952,0.1654715940430226,9952470.270810906,3.748731223958762,4.249794,16,19,14,10,-77,-81,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:34:11.266848,0.027609055770292656,9998387.220954783,0.9558889741294446,4.260577,16,19,12,6,-79,-84,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:34:16.273147136,0.35891772501380453,9998241.843737664,1.2737321911163457,4.198355,16,19,13,8,-78,-83,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:34:21.217783040,0.027609055770292656,9998299.040826833,1.244510288049594,4.198507,16,19,13,11,-78,-80,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:34:26.183248128,0.30153508771929827,9999141.546815274,0.45702780018249545,4.309723,16,19,13,11,-78,-79,-91,-90,"['spitz0', 'spitz2']"
2024-11-18 12:34:31.273799936,1.2121212121212122,9577962.944487797,1.3236533090642009,4.412119,16,19,12,7,-77,-83,-89,-90,"['spitz0', 'spitz2']"
2024-11-18 12:34:36.503362048,0.13804527885146328,9998356.238570424,1.5976120984857143,4.248354,16,19,12,7,-78,-83,-90,-90,"['spitz0', 'spitz2']"
2024-11-18 12:34:41.640024832,3.36551724137931,9061187.83299466,2.1630164878787923,4.689579,14,17,11,3,-80,-86,-91,-89,"['spitz0', 'spitz2']"
2024-11-18 12:34:47.158624,0.3036996134732192,9998291.8911549,1.7535960250646618,4.277129,14,17,9,8,-81,-83,-90,-91,"['spitz0', 'spitz2']"
2024-11-18 12:34:52.167857920,0.3834565872363736,9950702.90812045,5.0029332073532435,4.272599,14,17,10,9,-81,-83,-91,-92,"['spitz0', 'spitz2']"
2024-11-18 12:34:57.234843136,0.6035665294924554,8804710.12958613,1.2408402611266283,4.865906,14,17,10,8,-80,-83,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:35:02.913253120,0.6626173384870238,9998406.2871329,1.3769057381516747,4.264007,14,17,11,8,-79,-83,-90,-91,"['spitz0', 'spitz2']"
2024-11-18 12:35:08.005399040,0.8525852585258525,8758077.26384942,1.5058503003339587,4.851526,14,17,11,8,-80,-83,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:35:13.687808,0.468448608432075,9388819.895202573,1.0331047807574947,4.515331,14,17,10,6,-81,-85,-91,-91,"['spitz0', 'spitz2']"
2024-11-18 12:35:19.007481088,2.1182943603851445,7459589.8809903525,0.5221078105825242,5.741947,14,17,10,5,-80,-84,-90,-90,"['spitz0', 'spitz2']"
